train_id,date,time,station_id,coach_capacity,current_passengers,occupancy_percentage,crowd_level
DEL-GR-OCC00428,2024-10-17,06:38,DEL095,2100,887,42.2,Low
DEL-GR-OCC00428,2024-10-17,06:31,DEL205,2100,804,38.3,Low
DEL-GR-OCC00429,2024-10-17,16:08,DEL214,2100,1705,81.2,High
DEL-GR-OCC00429,2024-10-17,16:30,DEL200,2100,1432,68.2,Medium
DEL-GR-OCC00429,2024-10-17,16:47,DEL205,2100,833,39.7,Low
DEL-GR-OCC00429,2024-10-17,16:58,DEL204,2100,1612,76.8,Medium
DEL-GR-OCC00429,2024-10-17,16:13,DEL210,2100,1433,68.3,Medium
DEL-GR-OCC00430,2024-10-21,20:26,DEL215,1920,2102,109.5,Critical
DEL-GR-OCC00430,2024-10-21,20:30,DEL210,1920,1915,99.8,High
DEL-GR-OCC00430,2024-10-21,20:57,DEL209,1920,1811,94.4,High
DEL-GR-OCC00431,2024-10-21,15:56,DEL206,1920,1635,85.2,High
DEL-GR-OCC00431,2024-10-21,15:35,DEL213,1920,729,38.0,Low
DEL-GR-OCC00431,2024-10-21,15:52,DEL200,1920,710,37.0,Low
DEL-GR-OCC00431,2024-10-21,15:16,DEL199,1920,929,48.4,Medium
DEL-GR-OCC00431,2024-10-21,15:16,DEL211,1920,902,47.0,Medium
DEL-GR-OCC00431,2024-10-21,15:54,DEL208,1920,1332,69.4,Medium
DEL-GR-OCC00432,2024-10-21,22:18,DEL205,2280,726,31.9,Low
DEL-GR-OCC00432,2024-10-21,22:07,DEL213,2280,621,27.3,Low
DEL-GR-OCC00432,2024-10-21,22:19,DEL198,2280,837,36.8,Low
DEL-GR-OCC00432,2024-10-21,22:02,DEL203,2280,919,40.3,Low
DEL-GR-OCC00433,2024-10-25,10:57,DEL204,2100,864,41.2,Low
DEL-GR-OCC00433,2024-10-25,10:23,DEL214,2100,1051,50.1,Medium
DEL-GR-OCC00433,2024-10-25,10:51,DEL206,2100,730,34.8,Low
DEL-GR-OCC00433,2024-10-25,10:44,DEL217,2100,1999,95.2,High
DEL-GR-OCC00434,2024-10-25,15:55,DEL211,2100,1084,51.6,Medium
DEL-GR-OCC00434,2024-10-25,15:25,DEL200,2100,818,39.0,Low
DEL-GR-OCC00434,2024-10-25,15:40,DEL213,2100,600,28.6,Low
DEL-GR-OCC00435,2024-10-25,08:03,DEL200,2800,3818,136.4,Critical
DEL-GR-OCC00435,2024-10-25,08:12,DEL205,2800,2923,104.4,High
DEL-GR-OCC00435,2024-10-25,08:31,DEL209,2800,3026,108.1,Critical
DEL-GR-OCC00436,2024-10-29,20:49,DEL210,2100,1720,81.9,High
DEL-GR-OCC00436,2024-10-29,20:26,DEL213,2100,2268,108.0,Critical
DEL-GR-OCC00436,2024-10-29,20:38,DEL198,2100,1625,77.4,Medium
DEL-GR-OCC00436,2024-10-29,20:30,DEL207,2100,1691,80.5,High
DEL-GR-OCC00436,2024-10-29,20:05,DEL200,2100,1070,51.0,Medium
DEL-GR-OCC00437,2024-10-29,11:35,DEL211,2100,547,26.1,Low
DEL-GR-OCC00437,2024-10-29,11:39,DEL206,2100,839,40.0,Low
DEL-GR-OCC00437,2024-10-29,11:46,DEL209,2100,1146,54.6,Medium
DEL-GR-OCC00437,2024-10-29,11:00,DEL203,2100,795,37.9,Low
DEL-GR-OCC00437,2024-10-29,11:54,DEL201,2100,719,34.3,Low
DEL-GR-OCC00437,2024-10-29,11:06,DEL095,2100,877,41.8,Low
DEL-GR-OCC00438,2024-10-29,20:35,DEL214,2800,843,30.1,Low
DEL-GR-OCC00438,2024-10-29,20:06,DEL217,2800,3216,114.9,Critical
DEL-GR-OCC00438,2024-10-29,20:59,DEL095,2800,3036,108.5,Critical
DEL-GR-OCC00438,2024-10-29,20:12,DEL198,2800,2299,82.1,High
DEL-GR-OCC00438,2024-10-29,20:05,DEL203,2800,3192,114.0,Critical
DEL-GR-OCC00439,2024-11-02,14:24,DEL217,2280,974,42.7,Low
DEL-GR-OCC00439,2024-11-02,14:20,DEL212,2280,515,22.6,Low
DEL-GR-OCC00439,2024-11-02,14:02,DEL216,2280,1335,58.6,Medium
DEL-GR-OCC00440,2024-11-02,13:49,DEL095,3040,873,28.7,Low
DEL-GR-OCC00440,2024-11-02,13:24,DEL203,3040,795,26.2,Low
DEL-GR-OCC00440,2024-11-02,13:47,DEL215,3040,1725,56.7,Medium
DEL-GR-OCC00440,2024-11-02,13:02,DEL207,3040,824,27.1,Low
DEL-GR-OCC00440,2024-11-02,13:30,DEL199,3040,1615,53.2,Medium
DEL-GR-OCC00440,2024-11-02,13:43,DEL217,3040,1049,34.5,Low
DEL-GR-OCC00441,2024-11-02,10:24,DEL199,2100,1606,76.5,Medium
DEL-GR-OCC00441,2024-11-02,10:31,DEL216,2100,1128,53.8,Medium
DEL-GR-OCC00441,2024-11-02,10:51,DEL206,2100,1120,53.4,Medium
DEL-GR-OCC00441,2024-11-02,10:54,DEL210,2100,1785,85.0,High
DEL-GR-OCC00442,2024-11-06,08:52,DEL210,1920,1872,97.5,High
DEL-GR-OCC00442,2024-11-06,08:16,DEL212,1920,2054,107.0,Critical
DEL-GR-OCC00442,2024-11-06,08:01,DEL200,1920,2637,137.4,Critical
DEL-GR-OCC00442,2024-11-06,08:01,DEL199,1920,1921,100.1,High
DEL-GR-OCC00442,2024-11-06,08:26,DEL204,1920,1753,91.4,High
DEL-GR-OCC00442,2024-11-06,08:44,DEL208,1920,2099,109.4,Critical
DEL-GR-OCC00443,2024-11-06,06:50,DEL215,2800,669,23.9,Low
DEL-GR-OCC00443,2024-11-06,06:58,DEL205,2800,994,35.5,Low
DEL-GR-OCC00443,2024-11-06,06:49,DEL206,2800,978,34.9,Low
DEL-GR-OCC00443,2024-11-06,06:37,DEL211,2800,1263,45.1,Medium
DEL-GR-OCC00443,2024-11-06,06:19,DEL212,2800,1096,39.2,Low
DEL-GR-OCC00443,2024-11-06,06:08,DEL203,2800,950,33.9,Low
DEL-GR-OCC00444,2024-11-06,09:49,DEL211,2560,2515,98.3,High
DEL-GR-OCC00444,2024-11-06,09:06,DEL209,2560,3201,125.0,Critical
DEL-GR-OCC00444,2024-11-06,09:30,DEL210,2560,2727,106.5,Critical
DEL-GR-OCC00444,2024-11-06,09:45,DEL203,2560,2896,113.2,Critical
DEL-GR-OCC00444,2024-11-06,09:58,DEL205,2560,2239,87.5,High
DEL-GR-OCC00444,2024-11-06,09:54,DEL214,2560,2596,101.4,High
DEL-GR-OCC00445,2024-11-10,12:21,DEL198,1920,816,42.5,Low
DEL-GR-OCC00445,2024-11-10,12:10,DEL203,1920,481,25.1,Low
DEL-GR-OCC00445,2024-11-10,12:13,DEL215,1920,884,46.1,Medium
DEL-GR-OCC00445,2024-11-10,12:27,DEL201,1920,407,21.2,Low
DEL-GR-OCC00446,2024-11-10,19:18,DEL206,1920,685,35.7,Low
DEL-GR-OCC00446,2024-11-10,19:43,DEL213,1920,2166,112.9,Critical
DEL-GR-OCC00446,2024-11-10,19:07,DEL211,1920,2057,107.2,Critical
DEL-GR-OCC00446,2024-11-10,19:58,DEL095,1920,2213,115.3,Critical
DEL-GR-OCC00447,2024-11-10,09:44,DEL214,2800,3189,113.9,Critical
DEL-GR-OCC00447,2024-11-10,09:15,DEL095,2800,2301,82.2,High
DEL-GR-OCC00447,2024-11-10,09:33,DEL202,2800,2601,92.9,High
DEL-GR-OCC00447,2024-11-10,09:02,DEL200,2800,2383,85.1,High
DEL-GR-OCC00447,2024-11-10,09:19,DEL217,2800,3920,140,Critical
DEL-GR-OCC00447,2024-11-10,09:55,DEL209,2800,3568,127.4,Critical
DEL-GR-OCC00448,2024-11-14,16:58,DEL198,3040,1810,59.6,Medium
DEL-GR-OCC00448,2024-11-14,16:41,DEL207,3040,1654,54.4,Medium
DEL-GR-OCC00448,2024-11-14,16:47,DEL209,3040,1293,42.6,Low
DEL-GR-OCC00448,2024-11-14,16:10,DEL206,3040,2544,83.7,High
DEL-GR-OCC00448,2024-11-14,16:35,DEL202,3040,1637,53.9,Medium
DEL-GR-OCC00448,2024-11-14,16:51,DEL201,3040,1525,50.2,Medium
DEL-GR-OCC00449,2024-11-14,22:11,DEL207,2800,754,27.0,Low
DEL-GR-OCC00449,2024-11-14,22:35,DEL199,2800,1146,41.0,Low
DEL-GR-OCC00449,2024-11-14,22:32,DEL202,2800,1182,42.2,Low
DEL-GR-OCC00450,2024-11-14,14:10,DEL212,1920,510,26.6,Low
DEL-GR-OCC00450,2024-11-14,14:06,DEL213,1920,454,23.7,Low
DEL-GR-OCC00450,2024-11-14,14:33,DEL211,1920,892,46.5,Medium
DEL-GR-OCC00450,2024-11-14,14:01,DEL207,1920,414,21.6,Low
DEL-GR-OCC00451,2024-11-18,18:30,DEL215,1920,2056,107.1,Critical
DEL-GR-OCC00451,2024-11-18,18:04,DEL210,1920,1769,92.2,High
DEL-GR-OCC00451,2024-11-18,18:22,DEL208,1920,2688,140,Critical
DEL-GR-OCC00451,2024-11-18,18:43,DEL204,1920,1441,75.1,Medium
DEL-GR-OCC00451,2024-11-18,18:25,DEL201,1920,2263,117.9,Critical
DEL-GR-OCC00452,2024-11-18,20:11,DEL207,3040,3457,113.7,Critical
DEL-GR-OCC00452,2024-11-18,20:09,DEL217,3040,3006,98.9,High
DEL-GR-OCC00452,2024-11-18,20:18,DEL201,3040,2957,97.3,High
DEL-GR-OCC00452,2024-11-18,20:37,DEL210,3040,2999,98.7,High
DEL-GR-OCC00453,2024-11-18,15:52,DEL204,2100,1732,82.5,High
DEL-GR-OCC00453,2024-11-18,15:11,DEL201,2100,785,37.4,Low
DEL-GR-OCC00453,2024-11-18,15:24,DEL213,2100,671,32.0,Low
DEL-GR-OCC00453,2024-11-18,15:18,DEL203,2100,767,36.5,Low
DEL-GR-OCC00453,2024-11-18,15:44,DEL208,2100,1839,87.6,High
DEL-GR-OCC00454,2024-11-22,20:20,DEL210,2560,2439,95.3,High
DEL-GR-OCC00454,2024-11-22,20:46,DEL202,2560,2220,86.7,High
DEL-GR-OCC00454,2024-11-22,20:26,DEL203,2560,2647,103.4,High
DEL-GR-OCC00454,2024-11-22,20:20,DEL198,2560,2697,105.4,Critical
DEL-GR-OCC00455,2024-11-22,13:59,DEL208,1920,1514,78.9,Medium
DEL-GR-OCC00455,2024-11-22,13:05,DEL204,1920,635,33.1,Low
DEL-GR-OCC00455,2024-11-22,13:13,DEL214,1920,891,46.4,Medium
DEL-GR-OCC00455,2024-11-22,13:42,DEL205,1920,430,22.4,Low
DEL-GR-OCC00455,2024-11-22,13:35,DEL217,1920,948,49.4,Medium
DEL-GR-OCC00455,2024-11-22,13:35,DEL202,1920,444,23.1,Low
DEL-GR-OCC00456,2024-11-22,10:37,DEL208,1920,1686,87.8,High
DEL-GR-OCC00456,2024-11-22,10:33,DEL210,1920,1256,65.4,Medium
DEL-GR-OCC00456,2024-11-22,10:36,DEL211,1920,739,38.5,Low
DEL-GR-OCC00457,2024-11-26,21:00,DEL198,2800,1515,54.1,Medium
DEL-GR-OCC00457,2024-11-26,21:12,DEL095,2800,1309,46.8,Medium
DEL-GR-OCC00457,2024-11-26,21:48,DEL217,2800,1686,60.2,Medium
DEL-GR-OCC00458,2024-11-26,18:23,DEL205,1920,1441,75.1,Medium
DEL-GR-OCC00458,2024-11-26,18:52,DEL198,1920,1541,80.3,High
DEL-GR-OCC00458,2024-11-26,18:58,DEL204,1920,1328,69.2,Medium
DEL-GR-OCC00458,2024-11-26,18:46,DEL214,1920,1494,77.8,Medium
DEL-GR-OCC00459,2024-11-26,09:11,DEL216,1920,1919,100.0,High
DEL-GR-OCC00459,2024-11-26,09:28,DEL207,1920,1528,79.6,Medium
DEL-GR-OCC00459,2024-11-26,09:02,DEL202,1920,1453,75.7,Medium
DEL-GR-OCC00459,2024-11-26,09:52,DEL209,1920,2435,126.8,Critical
DEL-GR-OCC00459,2024-11-26,09:23,DEL198,1920,2073,108.0,Critical
DEL-GR-OCC00460,2024-11-30,09:29,DEL199,3040,4175,137.4,Critical
DEL-GR-OCC00460,2024-11-30,09:20,DEL210,3040,3740,123.0,Critical
DEL-GR-OCC00460,2024-11-30,09:57,DEL216,3040,2824,92.9,High
DEL-GR-OCC00460,2024-11-30,09:21,DEL207,3040,2657,87.4,High
DEL-GR-OCC00460,2024-11-30,09:14,DEL209,3040,3140,103.3,High
DEL-GR-OCC00461,2024-11-30,07:22,DEL214,2100,1250,59.6,Medium
DEL-GR-OCC00461,2024-11-30,07:52,DEL206,2100,1652,78.7,Medium
DEL-GR-OCC00461,2024-11-30,07:04,DEL213,2100,1221,58.2,Medium
DEL-GR-OCC00461,2024-11-30,07:35,DEL202,2100,2049,97.6,High
DEL-GR-OCC00461,2024-11-30,07:23,DEL207,2100,1404,66.9,Medium
DEL-GR-OCC00461,2024-11-30,07:09,DEL210,2100,945,45.0,Medium
DEL-GR-OCC00462,2024-11-30,07:18,DEL205,3040,1838,60.5,Medium
DEL-GR-OCC00462,2024-11-30,07:20,DEL204,3040,2570,84.5,High
DEL-GR-OCC00462,2024-11-30,07:30,DEL216,3040,1842,60.6,Medium
DEL-GR-OCC00462,2024-11-30,07:06,DEL213,3040,2419,79.6,Medium
DEL-GR-OCC00462,2024-11-30,07:31,DEL209,3040,1533,50.4,Medium
DEL-GR-OCC00462,2024-11-30,07:18,DEL217,3040,1369,45.1,Medium
DEL-GR-OCC00463,2024-12-04,18:32,DEL198,2280,2062,90.4,High
DEL-GR-OCC00463,2024-12-04,18:56,DEL217,2280,2911,127.7,Critical
DEL-GR-OCC00463,2024-12-04,18:29,DEL214,2280,1359,59.6,Medium
DEL-GR-OCC00463,2024-12-04,18:18,DEL212,2280,1890,82.9,High
DEL-GR-OCC00464,2024-12-04,19:52,DEL200,2560,2416,94.4,High
DEL-GR-OCC00464,2024-12-04,19:15,DEL205,2560,3044,118.9,Critical
DEL-GR-OCC00464,2024-12-04,19:21,DEL207,2560,3576,139.7,Critical
DEL-GR-OCC00464,2024-12-04,19:11,DEL208,2560,2732,106.8,Critical
DEL-GR-OCC00464,2024-12-04,19:22,DEL198,2560,2215,86.5,High
DEL-GR-OCC00465,2024-12-04,19:07,DEL211,2560,2647,103.4,High
DEL-GR-OCC00465,2024-12-04,19:55,DEL205,2560,3351,130.9,Critical
DEL-GR-OCC00465,2024-12-04,19:02,DEL210,2560,2911,113.7,Critical
DEL-GR-OCC00465,2024-12-04,19:57,DEL216,2560,836,32.7,Low
DEL-GR-OCC00466,2024-12-08,06:41,DEL200,2280,1616,70.9,Medium
DEL-GR-OCC00466,2024-12-08,06:35,DEL208,2280,1838,80.6,High
DEL-GR-OCC00466,2024-12-08,06:41,DEL206,2280,948,41.6,Low
DEL-GR-OCC00466,2024-12-08,06:48,DEL205,2280,928,40.7,Low
DEL-GR-OCC00467,2024-12-08,19:04,DEL213,1920,1889,98.4,High
DEL-GR-OCC00467,2024-12-08,19:49,DEL206,1920,710,37.0,Low
DEL-GR-OCC00467,2024-12-08,19:18,DEL217,1920,2375,123.7,Critical
DEL-GR-OCC00467,2024-12-08,19:48,DEL207,1920,2305,120.1,Critical
DEL-GR-OCC00467,2024-12-08,19:11,DEL211,1920,1809,94.2,High
DEL-GR-OCC00467,2024-12-08,19:38,DEL216,1920,655,34.2,Low
DEL-GR-OCC00468,2024-12-08,10:25,DEL217,2100,2168,103.3,High
DEL-GR-OCC00468,2024-12-08,10:54,DEL206,2100,700,33.3,Low
DEL-GR-OCC00468,2024-12-08,10:12,DEL204,2100,868,41.4,Low
DEL-GR-OCC00468,2024-12-08,10:08,DEL208,2100,1556,74.1,Medium
DEL-GR-OCC00469,2024-12-12,20:43,DEL200,2100,1262,60.1,Medium
DEL-GR-OCC00469,2024-12-12,20:21,DEL216,2100,611,29.1,Low
DEL-GR-OCC00469,2024-12-12,20:21,DEL213,2100,1596,76.0,Medium
DEL-GR-OCC00469,2024-12-12,20:53,DEL198,2100,2190,104.3,High
DEL-GR-OCC00469,2024-12-12,20:56,DEL212,2100,1546,73.7,Medium
DEL-GR-OCC00470,2024-12-12,10:05,DEL216,2560,1361,53.2,Medium
DEL-GR-OCC00470,2024-12-12,10:59,DEL213,2560,1443,56.4,Medium
DEL-GR-OCC00470,2024-12-12,10:08,DEL212,2560,1736,67.8,Medium
DEL-GR-OCC00470,2024-12-12,10:42,DEL198,2560,1892,73.9,Medium
DEL-GR-OCC00471,2024-12-12,21:25,DEL200,3040,1283,42.2,Low
DEL-GR-OCC00471,2024-12-12,21:50,DEL095,3040,1357,44.7,Low
DEL-GR-OCC00471,2024-12-12,21:30,DEL204,3040,565,18.6,Low
DEL-GR-OCC00471,2024-12-12,21:59,DEL206,3040,811,26.7,Low
DEL-GR-OCC00471,2024-12-12,21:10,DEL207,3040,1862,61.3,Medium
DEL-GR-OCC00471,2024-12-12,21:14,DEL213,3040,2046,67.3,Medium
DEL-GR-OCC00472,2024-12-16,09:18,DEL205,3040,2305,75.8,Medium
DEL-GR-OCC00472,2024-12-16,09:55,DEL201,3040,2649,87.2,High
DEL-GR-OCC00472,2024-12-16,09:23,DEL209,3040,3099,102.0,High
DEL-GR-OCC00472,2024-12-16,09:47,DEL207,3040,2706,89.0,High
DEL-GR-OCC00472,2024-12-16,09:30,DEL203,3040,2853,93.9,High
DEL-GR-OCC00472,2024-12-16,09:03,DEL198,3040,3844,126.5,Critical
DEL-GR-OCC00473,2024-12-16,20:40,DEL212,3040,2546,83.8,High
DEL-GR-OCC00473,2024-12-16,20:19,DEL217,3040,2104,69.2,Medium
DEL-GR-OCC00473,2024-12-16,20:38,DEL205,3040,2089,68.7,Medium
DEL-GR-OCC00473,2024-12-16,20:21,DEL210,3040,2539,83.5,High
DEL-GR-OCC00474,2024-12-16,18:28,DEL198,1920,2388,124.4,Critical
DEL-GR-OCC00474,2024-12-16,18:14,DEL202,1920,1500,78.1,Medium
DEL-GR-OCC00474,2024-12-16,18:27,DEL206,1920,1501,78.2,Medium
DEL-GR-OCC00474,2024-12-16,18:19,DEL213,1920,2293,119.4,Critical
DEL-GR-OCC00475,2024-12-20,21:58,DEL095,2280,966,42.4,Low
DEL-GR-OCC00475,2024-12-20,21:52,DEL203,2280,1256,55.1,Medium
DEL-GR-OCC00475,2024-12-20,21:11,DEL208,2280,1742,76.4,Medium
DEL-GR-OCC00475,2024-12-20,21:32,DEL214,2280,455,20.0,Low
DEL-GR-OCC00476,2024-12-20,17:00,DEL201,2800,2174,77.7,Medium
DEL-GR-OCC00476,2024-12-20,17:56,DEL199,2800,2738,97.8,High
DEL-GR-OCC00476,2024-12-20,17:12,DEL204,2800,1840,65.7,Medium
DEL-GR-OCC00476,2024-12-20,17:29,DEL213,2800,2402,85.8,High
DEL-GR-OCC00476,2024-12-20,17:14,DEL203,2800,2159,77.1,Medium
DEL-GR-OCC00477,2024-12-20,12:52,DEL212,2280,542,23.8,Low
DEL-GR-OCC00477,2024-12-20,12:04,DEL217,2280,1038,45.5,Medium
DEL-GR-OCC00477,2024-12-20,12:52,DEL209,2280,782,34.3,Low
DEL-GR-OCC00477,2024-12-20,12:25,DEL095,2280,480,21.1,Low
DEL-GR-OCC00478,2024-12-24,09:31,DEL210,3040,2859,94.1,High
DEL-GR-OCC00478,2024-12-24,09:09,DEL217,3040,4058,133.5,Critical
DEL-GR-OCC00478,2024-12-24,09:17,DEL216,3040,2604,85.7,High
DEL-GR-OCC00478,2024-12-24,09:52,DEL198,3040,4129,135.8,Critical
DEL-GR-OCC00479,2024-12-24,18:16,DEL214,2280,1526,67.0,Medium
DEL-GR-OCC00479,2024-12-24,18:34,DEL202,2280,2735,120.0,Critical
DEL-GR-OCC00479,2024-12-24,18:15,DEL210,2280,2337,102.5,High
DEL-GR-OCC00479,2024-12-24,18:58,DEL213,2280,2027,88.9,High
DEL-GR-OCC00479,2024-12-24,18:34,DEL211,2280,2530,111.0,Critical
DEL-GR-OCC00480,2024-12-24,13:58,DEL209,3040,1254,41.3,Low
DEL-GR-OCC00480,2024-12-24,13:24,DEL202,3040,503,16.6,Low
DEL-GR-OCC00480,2024-12-24,13:16,DEL208,3040,2141,70.4,Medium
DEL-GR-OCC00480,2024-12-24,13:14,DEL212,3040,687,22.6,Low
DEL-GR-OCC00480,2024-12-24,13:37,DEL205,3040,691,22.7,Low
DEL-GR-OCC00480,2024-12-24,13:15,DEL198,3040,1548,50.9,Medium
DEL-GR-OCC00481,2024-12-28,08:30,DEL209,1920,1480,77.1,Medium
DEL-GR-OCC00481,2024-12-28,08:12,DEL205,1920,1800,93.8,High
DEL-GR-OCC00481,2024-12-28,08:39,DEL095,1920,2330,121.4,Critical
DEL-GR-OCC00481,2024-12-28,08:42,DEL216,1920,2417,125.9,Critical
DEL-GR-OCC00482,2024-12-28,09:43,DEL210,3040,3778,124.3,Critical
DEL-GR-OCC00482,2024-12-28,09:23,DEL203,3040,3124,102.8,High
DEL-GR-OCC00482,2024-12-28,09:57,DEL206,3040,2625,86.4,High
DEL-GR-OCC00482,2024-12-28,09:49,DEL205,3040,2268,74.6,Medium
DEL-GR-OCC00483,2024-12-28,18:00,DEL206,2560,1512,59.1,Medium
DEL-GR-OCC00483,2024-12-28,18:09,DEL209,2560,2665,104.1,High
DEL-GR-OCC00483,2024-12-28,18:41,DEL210,2560,1971,77.0,Medium
DEL-GR-OCC00483,2024-12-28,18:52,DEL213,2560,1898,74.2,Medium
DEL-GR-OCC00483,2024-12-28,18:15,DEL208,2560,3584,140,Critical
DEL-AI-OCC00484,2024-10-01,20:01,DEL222,2100,1943,92.6,High
DEL-AI-OCC00484,2024-10-01,20:24,DEL220,2100,1417,67.5,Medium
DEL-AI-OCC00484,2024-10-01,20:13,DEL038,2100,2209,105.2,Critical
DEL-AI-OCC00485,2024-10-01,09:00,DEL038,2280,1925,84.4,High
DEL-AI-OCC00485,2024-10-01,09:17,DEL220,2280,1620,71.1,Medium
DEL-AI-OCC00485,2024-10-01,09:16,DEL218,2280,1555,68.2,Medium
DEL-AI-OCC00486,2024-10-01,16:08,DEL218,3040,2250,74.0,Medium
DEL-AI-OCC00486,2024-10-01,16:12,DEL220,3040,2005,66.0,Medium
DEL-AI-OCC00486,2024-10-01,16:04,DEL038,3040,1230,40.5,Low
DEL-AI-OCC00487,2024-10-05,07:53,DEL015,2800,2117,75.6,Medium
DEL-AI-OCC00487,2024-10-05,07:42,DEL221,2800,2657,94.9,High
DEL-AI-OCC00487,2024-10-05,07:29,DEL220,2800,3566,127.4,Critical
DEL-AI-OCC00487,2024-10-05,07:13,DEL222,2800,1566,55.9,Medium
DEL-AI-OCC00487,2024-10-05,07:04,DEL218,2800,2472,88.3,High
DEL-AI-OCC00488,2024-10-05,19:17,DEL218,1920,629,32.8,Low
DEL-AI-OCC00488,2024-10-05,19:19,DEL038,1920,1738,90.5,High
DEL-AI-OCC00488,2024-10-05,19:45,DEL219,1920,2219,115.6,Critical
DEL-AI-OCC00489,2024-10-05,15:01,DEL038,2280,792,34.8,Low
DEL-AI-OCC00489,2024-10-05,15:59,DEL221,2280,1312,57.5,Medium
DEL-AI-OCC00489,2024-10-05,15:37,DEL219,2280,655,28.7,Low
DEL-AI-OCC00490,2024-10-09,15:38,DEL219,2100,781,37.2,Low
DEL-AI-OCC00490,2024-10-09,15:40,DEL220,2100,951,45.3,Medium
DEL-AI-OCC00490,2024-10-09,15:01,DEL218,2100,1663,79.2,Medium
DEL-AI-OCC00491,2024-10-09,11:25,DEL038,2560,1630,63.7,Medium
DEL-AI-OCC00491,2024-10-09,11:29,DEL218,2560,747,29.2,Low
DEL-AI-OCC00491,2024-10-09,11:41,DEL015,2560,2194,85.7,High
DEL-AI-OCC00491,2024-10-09,11:46,DEL219,2560,799,31.2,Low
DEL-AI-OCC00492,2024-10-09,19:11,DEL015,2800,2465,88.1,High
DEL-AI-OCC00492,2024-10-09,19:27,DEL038,2800,3299,117.8,Critical
DEL-AI-OCC00492,2024-10-09,19:32,DEL218,2800,1242,44.4,Low
DEL-AI-OCC00492,2024-10-09,19:36,DEL221,2800,3130,111.8,Critical
DEL-AI-OCC00493,2024-10-13,10:17,DEL219,1920,1247,65.0,Medium
DEL-AI-OCC00493,2024-10-13,10:41,DEL222,1920,2152,112.1,Critical
DEL-AI-OCC00493,2024-10-13,10:27,DEL015,1920,1640,85.4,High
DEL-AI-OCC00494,2024-10-13,15:11,DEL220,1920,662,34.5,Low
DEL-AI-OCC00494,2024-10-13,15:39,DEL015,1920,1303,67.9,Medium
DEL-AI-OCC00494,2024-10-13,15:32,DEL218,1920,1625,84.7,High
DEL-AI-OCC00494,2024-10-13,15:39,DEL038,1920,991,51.6,Medium
DEL-AI-OCC00495,2024-10-13,18:38,DEL219,2560,2682,104.8,High
DEL-AI-OCC00495,2024-10-13,18:31,DEL220,2560,3115,121.7,Critical
DEL-AI-OCC00495,2024-10-13,18:02,DEL038,2560,3223,125.9,Critical
DEL-AI-OCC00495,2024-10-13,18:04,DEL221,2560,3378,132.0,Critical
DEL-AI-OCC00495,2024-10-13,18:05,DEL222,2560,2719,106.2,Critical
DEL-AI-OCC00495,2024-10-13,18:21,DEL015,2560,2548,99.5,High
DEL-AI-OCC00496,2024-10-17,20:07,DEL038,2800,2137,76.3,Medium
DEL-AI-OCC00496,2024-10-17,20:58,DEL015,2800,1998,71.4,Medium
DEL-AI-OCC00496,2024-10-17,20:07,DEL222,2800,2329,83.2,High
DEL-AI-OCC00497,2024-10-17,10:00,DEL221,2100,1557,74.2,Medium
DEL-AI-OCC00497,2024-10-17,10:11,DEL218,2100,740,35.3,Low
DEL-AI-OCC00497,2024-10-17,10:54,DEL015,2100,1975,94.1,High
DEL-AI-OCC00497,2024-10-17,10:24,DEL220,2100,953,45.4,Medium
DEL-AI-OCC00497,2024-10-17,10:17,DEL222,2100,1835,87.4,High
DEL-AI-OCC00498,2024-10-17,06:38,DEL038,1920,423,22.1,Low
DEL-AI-OCC00498,2024-10-17,06:46,DEL015,1920,1163,60.6,Medium
DEL-AI-OCC00498,2024-10-17,06:47,DEL221,1920,1381,72.0,Medium
DEL-AI-OCC00498,2024-10-17,06:55,DEL218,1920,672,35.0,Low
DEL-AI-OCC00498,2024-10-17,06:37,DEL220,1920,799,41.6,Low
DEL-AI-OCC00499,2024-10-21,17:59,DEL221,2280,1656,72.6,Medium
DEL-AI-OCC00499,2024-10-21,17:09,DEL219,2280,1219,53.5,Medium
DEL-AI-OCC00499,2024-10-21,17:49,DEL015,2280,1998,87.7,High
DEL-AI-OCC00499,2024-10-21,17:58,DEL218,2280,2080,91.3,High
DEL-AI-OCC00500,2024-10-21,20:11,DEL220,1920,1172,61.1,Medium
DEL-AI-OCC00500,2024-10-21,20:01,DEL218,1920,652,34.0,Low
DEL-AI-OCC00500,2024-10-21,20:25,DEL221,1920,1691,88.1,High
DEL-AI-OCC00501,2024-10-21,09:22,DEL219,1920,1661,86.5,High
DEL-AI-OCC00501,2024-10-21,09:19,DEL220,1920,1772,92.3,High
DEL-AI-OCC00501,2024-10-21,09:15,DEL218,1920,1783,92.9,High
DEL-AI-OCC00502,2024-10-25,22:15,DEL221,1920,2257,117.6,Critical
DEL-AI-OCC00502,2024-10-25,22:01,DEL219,1920,534,27.9,Low
DEL-AI-OCC00502,2024-10-25,22:22,DEL038,1920,739,38.5,Low
DEL-AI-OCC00503,2024-10-25,11:03,DEL220,2560,657,25.7,Low
DEL-AI-OCC00503,2024-10-25,11:07,DEL221,2560,1900,74.2,Medium
DEL-AI-OCC00503,2024-10-25,11:47,DEL219,2560,911,35.6,Low
DEL-AI-OCC00503,2024-10-25,11:38,DEL038,2560,1066,41.7,Low
DEL-AI-OCC00503,2024-10-25,11:20,DEL015,2560,2053,80.2,High
