date,city,weather,temperature,rainfall,public_holiday,festival,major_event,impact_percentage
2024-10-17,Bengaluru,Cloudy,28.0,0.0,No,None,None,0.0
2024-10-17,Bhopal,Clear,28.2,0.0,No,None,Exam Season,4.7
2024-10-17,Chennai,Clear,32.1,0.0,No,None,None,0.0
2024-10-17,Delhi,Cloudy,29.8,0.0,No,None,Exam Season,4.2
2024-10-17,Faridabad,Clear,28.4,0.0,No,None,None,0.0
2024-10-17,Ghaziabad,Clear,28.3,0.0,No,None,None,0.0
2024-10-17,Greater Noida,Cloudy,28.3,0.0,No,None,None,0.0
2024-10-17,Gurugram,Clear,27.0,0.0,No,None,None,0.0
2024-10-17,Howrah,Heavy Rain,33.4,41.7,No,None,None,-12.3
2024-10-17,Hyderabad,Clear,31.0,0.0,No,None,None,0.0
2024-10-17,Indore,Clear,27.6,0.0,No,None,None,0.0
2024-10-17,Jaipur,Cloudy,26.5,0.0,No,None,None,0.0
2024-10-17,Kanpur,Cloudy,32.6,0.0,No,None,None,0.0
2024-10-17,Kochi,Clear,29.7,0.0,No,None,None,0.0
2024-10-17,Kolkata,Rain,30.0,4.9,No,None,None,-5.7
2024-10-17,Lucknow,Cloudy,30.1,0.0,No,None,None,0.0
2024-10-17,Mumbai,Rain,28.0,17.0,No,None,None,-4.8
2024-10-17,Nagpur,Haze,33.7,0.0,No,None,Tech Conference,8.4
2024-10-17,Noida,Clear,24.4,0.0,No,None,None,0.0
2024-10-17,Pune,Cloudy,29.9,0.0,No,None,None,0.0
2024-10-18,Agra,Clear,34.9,0.0,No,None,None,0.0
2024-10-18,Ahmedabad,Clear,32.9,0.0,No,None,None,0.0
2024-10-18,Bahadurgarh,Clear,34.6,0.0,No,None,Marathon,5.2
2024-10-18,Bengaluru,Clear,31.3,0.0,No,None,None,0.0
2024-10-18,Bhopal,Clear,27.2,0.0,No,None,None,0.0
2024-10-18,Chennai,Clear,31.6,0.0,No,None,None,0.0
2024-10-18,Delhi,Clear,26.8,0.0,No,None,None,0.0
2024-10-18,Faridabad,Clear,28.4,0.0,No,None,None,0.0
2024-10-18,Ghaziabad,Clear,28.3,0.0,No,None,None,0.0
2024-10-18,Greater Noida,Cloudy,32.2,0.0,No,None,None,0.0
2024-10-18,Gurugram,Cloudy,32.0,0.0,No,None,None,0.0
2024-10-18,Howrah,Clear,31.7,0.0,No,None,None,0.0
2024-10-18,Hyderabad,Clear,25.6,0.0,No,None,None,0.0
2024-10-18,Indore,Clear,28.2,0.0,No,None,None,0.0
2024-10-18,Jaipur,Clear,28.1,0.0,No,None,None,0.0
2024-10-18,Kanpur,Clear,32.2,0.0,No,None,None,0.0
2024-10-18,Kochi,Rain,33.9,21.1,No,None,None,-4.4
2024-10-18,Kolkata,Cloudy,24.2,0.0,No,None,None,0.0
2024-10-18,Lucknow,Cloudy,25.6,0.0,No,None,None,0.0
2024-10-18,Mumbai,Cloudy,34.6,0.0,No,None,None,0.0
2024-10-18,Nagpur,Cloudy,28.0,0.0,No,None,None,0.0
2024-10-18,Noida,Clear,28.1,0.0,No,None,None,0.0
2024-10-18,Pune,Clear,33.1,0.0,No,None,None,0.0
2024-10-19,Agra,Cloudy,33.2,0.0,No,None,None,0.0
2024-10-19,Ahmedabad,Clear,29.1,0.0,No,None,None,0.0
2024-10-19,Bahadurgarh,Cloudy,29.3,0.0,No,None,None,0.0
2024-10-19,Bengaluru,Clear,28.7,0.0,No,None,None,0.0
2024-10-19,Bhopal,Cloudy,29.6,0.0,No,None,None,0.0
2024-10-19,Chennai,Heavy Rain,35.0,43.1,No,None,Political Rally,-4.0
2024-10-19,Delhi,Cloudy,27.1,0.0,No,None,None,0.0
2024-10-19,Faridabad,Clear,31.9,0.0,No,None,None,0.0
2024-10-19,Ghaziabad,Cloudy,29.3,0.0,No,None,None,0.0
2024-10-19,Greater Noida,Clear,23.7,0.0,No,None,None,0.0
2024-10-19,Gurugram,Clear,24.7,0.0,No,None,Political Rally,10.9
2024-10-19,Howrah,Cloudy,32.3,0.0,No,None,None,0.0
2024-10-19,Hyderabad,Cloudy,29.3,0.0,No,None,None,0.0
2024-10-19,Indore,Clear,29.5,0.0,No,None,None,0.0
2024-10-19,Jaipur,Rain,34.9,15.9,No,None,None,-3.5
2024-10-19,Kanpur,Haze,30.8,0.0,No,None,None,0.0
2024-10-19,Kochi,Clear,29.2,0.0,No,None,None,0.0
2024-10-19,Kolkata,Cloudy,31.1,0.0,No,None,None,0.0
2024-10-19,Lucknow,Clear,26.0,0.0,No,None,None,0.0
2024-10-19,Mumbai,Rain,34.5,18.2,No,None,None,-4.5
2024-10-19,Nagpur,Clear,28.9,0.0,No,None,None,0.0
2024-10-19,Noida,Clear,32.6,0.0,No,None,None,0.0
2024-10-19,Pune,Haze,28.9,0.0,No,None,None,0.0
2024-10-20,Agra,Cloudy,29.9,0.0,No,None,None,0.0
2024-10-20,Ahmedabad,Cloudy,27.5,0.0,No,None,None,0.0
2024-10-20,Bahadurgarh,Clear,30.3,0.0,No,None,None,0.0
2024-10-20,Bengaluru,Clear,29.8,0.0,No,None,Tech Conference,7.7
2024-10-20,Bhopal,Clear,25.6,0.0,No,None,None,0.0
2024-10-20,Chennai,Cloudy,29.0,0.0,No,None,None,0.0
2024-10-20,Delhi,Cloudy,29.7,0.0,No,None,None,0.0
2024-10-20,Faridabad,Clear,28.5,0.0,No,None,None,0.0
2024-10-20,Ghaziabad,Rain,35.7,22.4,No,None,None,-2.4
2024-10-20,Greater Noida,Clear,29.5,0.0,No,None,None,0.0
2024-10-20,Gurugram,Haze,30.6,0.0,No,None,Exam Season,6.1
2024-10-20,Howrah,Cloudy,29.9,0.0,No,None,None,0.0
2024-10-20,Hyderabad,Cloudy,29.5,0.0,No,None,None,0.0
2024-10-20,Indore,Haze,33.0,0.0,No,None,None,0.0
2024-10-20,Jaipur,Cloudy,30.6,0.0,No,None,None,0.0
2024-10-20,Kanpur,Rain,33.5,12.2,No,None,None,-3.0
2024-10-20,Kochi,Heavy Rain,30.9,49.3,No,None,Concert,1.0
2024-10-20,Kolkata,Cloudy,28.0,0.0,No,None,None,0.0
2024-10-20,Lucknow,Clear,35.8,0.0,No,None,None,0.0
2024-10-20,Mumbai,Clear,33.0,0.0,No,None,None,0.0
2024-10-20,Nagpur,Clear,28.2,0.0,No,None,None,0.0
2024-10-20,Noida,Clear,33.1,0.0,No,None,None,0.0
2024-10-20,Pune,Rain,30.7,18.6,No,None,None,-5.5
2024-10-21,Agra,Cloudy,29.3,0.0,No,None,None,0.0
2024-10-21,Ahmedabad,Clear,27.8,0.0,No,None,None,0.0
2024-10-21,Bahadurgarh,Cloudy,25.1,0.0,No,None,None,0.0
2024-10-21,Bengaluru,Clear,31.7,0.0,No,None,None,0.0
2024-10-21,Bhopal,Haze,28.3,0.0,No,None,None,0.0
2024-10-21,Chennai,Heavy Rain,32.8,32.4,No,None,Cricket Match,1.0
2024-10-21,Delhi,Clear,30.3,0.0,No,None,None,0.0
2024-10-21,Faridabad,Cloudy,32.5,0.0,No,None,None,0.0
2024-10-21,Ghaziabad,Clear,28.6,0.0,No,None,None,0.0
2024-10-21,Greater Noida,Cloudy,28.4,0.0,No,None,Trade Fair,8.7
2024-10-21,Gurugram,Cloudy,30.9,0.0,No,None,None,0.0
2024-10-21,Howrah,Clear,25.9,0.0,No,None,None,0.0
2024-10-21,Hyderabad,Clear,25.9,0.0,No,None,None,0.0
2024-10-21,Indore,Cloudy,32.8,0.0,No,None,None,0.0
2024-10-21,Jaipur,Clear,31.0,0.0,No,None,None,0.0
2024-10-21,Kanpur,Clear,28.1,0.0,No,None,None,0.0
2024-10-21,Kochi,Rain,30.6,7.9,No,None,None,-2.7
2024-10-21,Kolkata,Heavy Rain,32.8,37.7,No,None,None,-15.7
2024-10-21,Lucknow,Clear,30.7,0.0,No,None,None,0.0
2024-10-21,Mumbai,Cloudy,30.8,0.0,No,None,Marathon,7.4
2024-10-21,Nagpur,Clear,25.9,0.0,No,None,None,0.0
2024-10-21,Noida,Clear,30.9,0.0,No,None,Trade Fair,6.9
2024-10-21,Pune,Rain,30.2,8.9,No,None,None,-3.0
2024-10-22,Agra,Clear,27.9,0.0,No,None,None,0.0
2024-10-22,Ahmedabad,Haze,28.8,0.0,No,None,None,0.0
2024-10-22,Bahadurgarh,Rain,33.1,16.5,No,None,None,-2.6
2024-10-22,Bengaluru,Clear,27.8,0.0,No,None,None,0.0
2024-10-22,Bhopal,Rain,29.5,8.3,No,None,None,-2.6
2024-10-22,Chennai,Rain,32.3,9.6,No,None,None,-3.8
2024-10-22,Delhi,Clear,32.5,0.0,No,None,None,0.0
2024-10-22,Faridabad,Clear,27.7,0.0,No,None,None,0.0
2024-10-22,Ghaziabad,Cloudy,27.7,0.0,No,None,Trade Fair,6.6
2024-10-22,Greater Noida,Clear,28.9,0.0,No,None,None,0.0
2024-10-22,Gurugram,Cloudy,27.2,0.0,No,None,None,0.0
2024-10-22,Howrah,Cloudy,29.9,0.0,No,None,None,0.0
2024-10-22,Hyderabad,Clear,27.8,0.0,No,None,None,0.0
2024-10-22,Indore,Cloudy,27.3,0.0,No,None,None,0.0
2024-10-22,Jaipur,Clear,29.2,0.0,No,None,None,0.0
2024-10-22,Kanpur,Cloudy,32.9,0.0,No,None,None,0.0
2024-10-22,Kochi,Cloudy,31.5,0.0,No,None,Tech Conference,8.2
2024-10-22,Kolkata,Rain,31.4,19.9,No,None,None,-3.5
2024-10-22,Lucknow,Rain,30.6,6.0,No,None,None,-6.0
2024-10-22,Mumbai,Clear,28.9,0.0,No,None,None,0.0
2024-10-22,Nagpur,Clear,31.1,0.0,No,None,None,0.0
2024-10-22,Noida,Clear,30.5,0.0,No,None,None,0.0
2024-10-22,Pune,Cloudy,25.1,0.0,No,None,None,0.0
2024-10-23,Agra,Clear,31.9,0.0,No,None,None,0.0
2024-10-23,Ahmedabad,Clear,32.2,0.0,No,None,None,0.0
2024-10-23,Bahadurgarh,Clear,27.9,0.0,No,None,None,0.0
2024-10-23,Bengaluru,Clear,29.0,0.0,No,None,None,0.0
2024-10-23,Bhopal,Clear,24.7,0.0,No,None,None,0.0
2024-10-23,Chennai,Cloudy,27.9,0.0,No,None,None,0.0
2024-10-23,Delhi,Rain,32.6,6.3,No,None,None,-3.3
2024-10-23,Faridabad,Clear,30.6,0.0,No,None,None,0.0
2024-10-23,Ghaziabad,Haze,28.7,0.0,No,None,None,0.0
2024-10-23,Greater Noida,Cloudy,28.8,0.0,No,None,None,0.0
2024-10-23,Gurugram,Haze,31.8,0.0,No,None,None,0.0
2024-10-23,Howrah,Rain,28.1,24.2,No,None,None,-2.6
2024-10-23,Hyderabad,Cloudy,31.4,0.0,No,None,None,0.0
2024-10-23,Indore,Cloudy,32.1,0.0,No,None,None,0.0
2024-10-23,Jaipur,Clear,28.3,0.0,No,None,None,0.0
2024-10-23,Kanpur,Rain,32.3,6.3,No,None,None,-2.3
2024-10-23,Kochi,Rain,28.2,24.7,No,None,None,-4.7
2024-10-23,Kolkata,Rain,36.0,24.6,No,None,None,-4.7
2024-10-23,Lucknow,Clear,28.7,0.0,No,None,None,0.0
2024-10-23,Mumbai,Cloudy,33.0,0.0,No,None,None,0.0
2024-10-23,Nagpur,Clear,31.6,0.0,No,None,None,0.0
2024-10-23,Noida,Clear,29.8,0.0,No,None,None,0.0
2024-10-23,Pune,Clear,29.1,0.0,No,None,Exam Season,7.7
2024-10-24,Agra,Clear,30.3,0.0,No,None,None,0.0
2024-10-24,Ahmedabad,Clear,25.8,0.0,No,None,None,0.0
2024-10-24,Bahadurgarh,Cloudy,28.0,0.0,No,None,None,0.0
2024-10-24,Bengaluru,Haze,29.6,0.0,No,None,None,0.0
2024-10-24,Bhopal,Cloudy,32.0,0.0,No,None,None,0.0
2024-10-24,Chennai,Cloudy,35.0,0.0,No,None,None,0.0
2024-10-24,Delhi,Clear,31.9,0.0,No,None,None,0.0
2024-10-24,Faridabad,Rain,30.7,8.6,No,None,None,-2.8
2024-10-24,Ghaziabad,Clear,29.6,0.0,No,None,None,0.0
2024-10-24,Greater Noida,Cloudy,27.9,0.0,No,None,None,0.0
2024-10-24,Gurugram,Cloudy,26.9,0.0,No,None,None,0.0
2024-10-24,Howrah,Clear,31.8,0.0,No,None,None,0.0
2024-10-24,Hyderabad,Rain,29.5,14.8,No,None,None,-2.4
2024-10-24,Indore,Clear,29.6,0.0,No,None,None,0.0
2024-10-24,Jaipur,Rain,31.4,19.5,No,None,None,-5.7
2024-10-24,Kanpur,Cloudy,28.2,0.0,No,None,None,0.0
2024-10-24,Kochi,Cloudy,31.9,0.0,No,None,None,0.0
2024-10-24,Kolkata,Cloudy,32.7,0.0,No,None,None,0.0
2024-10-24,Lucknow,Cloudy,28.3,0.0,No,None,None,0.0
2024-10-24,Mumbai,Cloudy,31.1,0.0,No,None,None,0.0
2024-10-24,Nagpur,Haze,27.4,0.0,No,None,None,0.0
2024-10-24,Noida,Clear,28.7,0.0,No,None,None,0.0
2024-10-24,Pune,Clear,26.2,0.0,No,None,Concert,11.8
2024-10-25,Agra,Clear,32.7,0.0,No,None,None,0.0
2024-10-25,Ahmedabad,Clear,30.3,0.0,No,None,None,0.0
2024-10-25,Bahadurgarh,Clear,34.9,0.0,No,None,None,0.0
2024-10-25,Bengaluru,Rain,28.5,19.2,No,None,None,-3.4
2024-10-25,Bhopal,Clear,28.4,0.0,No,None,None,0.0
2024-10-25,Chennai,Cloudy,31.6,0.0,No,None,None,0.0
2024-10-25,Delhi,Cloudy,29.0,0.0,No,None,None,0.0
2024-10-25,Faridabad,Cloudy,30.9,0.0,No,None,Film Premiere,9.1
2024-10-25,Ghaziabad,Clear,29.7,0.0,No,None,None,0.0
2024-10-25,Greater Noida,Cloudy,34.4,0.0,No,None,None,0.0
2024-10-25,Gurugram,Rain,30.6,20.6,No,None,None,-4.7
2024-10-25,Howrah,Clear,32.0,0.0,No,None,None,0.0
2024-10-25,Hyderabad,Haze,28.7,0.0,No,None,None,0.0
2024-10-25,Indore,Cloudy,27.5,0.0,No,None,None,0.0
2024-10-25,Jaipur,Clear,28.1,0.0,No,None,None,0.0
2024-10-25,Kanpur,Clear,36.7,0.0,No,None,None,0.0
2024-10-25,Kochi,Rain,30.3,4.3,No,None,None,-2.7
2024-10-25,Kolkata,Rain,30.9,23.9,No,None,None,-3.1
2024-10-25,Lucknow,Clear,31.7,0.0,No,None,None,0.0
2024-10-25,Mumbai,Cloudy,29.4,0.0,No,None,None,0.0
2024-10-25,Nagpur,Rain,29.9,14.9,No,None,Film Premiere,6.4
2024-10-25,Noida,Cloudy,27.0,0.0,No,None,None,0.0
2024-10-25,Pune,Cloudy,31.7,0.0,No,None,None,0.0
2024-10-26,Agra,Clear,31.7,0.0,No,None,Trade Fair,10.0
2024-10-26,Ahmedabad,Cloudy,29.1,0.0,No,None,None,0.0
2024-10-26,Bahadurgarh,Rain,31.9,24.3,No,None,None,-4.2
2024-10-26,Bengaluru,Rain,29.4,13.2,No,None,None,-2.1
2024-10-26,Bhopal,Clear,26.5,0.0,No,None,None,0.0
2024-10-26,Chennai,Rain,27.3,9.1,No,None,None,-4.3
2024-10-26,Delhi,Clear,31.7,0.0,No,None,Political Rally,8.4
2024-10-26,Faridabad,Cloudy,27.5,0.0,No,None,None,0.0
2024-10-26,Ghaziabad,Cloudy,28.2,0.0,No,None,Exam Season,5.4
2024-10-26,Greater Noida,Cloudy,26.6,0.0,No,None,None,0.0
2024-10-26,Gurugram,Cloudy,26.4,0.0,No,None,None,0.0
2024-10-26,Howrah,Rain,28.9,19.6,No,None,None,-5.8
2024-10-26,Hyderabad,Haze,28.7,0.0,No,None,None,0.0
2024-10-26,Indore,Clear,31.6,0.0,No,None,None,0.0
2024-10-26,Jaipur,Clear,26.7,0.0,No,None,None,0.0
2024-10-26,Kanpur,Clear,29.5,0.0,No,None,None,0.0
2024-10-26,Kochi,Clear,33.6,0.0,No,None,None,0.0
2024-10-26,Kolkata,Rain,30.0,20.9,No,None,None,-3.9
2024-10-26,Lucknow,Clear,29.2,0.0,No,None,None,0.0
2024-10-26,Mumbai,Clear,33.8,0.0,No,None,None,0.0
2024-10-26,Nagpur,Cloudy,30.1,0.0,No,None,Concert,13.3
2024-10-26,Noida,Clear,31.2,0.0,No,None,None,0.0
2024-10-26,Pune,Cloudy,29.8,0.0,No,None,None,0.0
2024-10-27,Agra,Haze,32.6,0.0,No,None,None,0.0
2024-10-27,Ahmedabad,Cloudy,27.6,0.0,No,None,None,0.0
2024-10-27,Bahadurgarh,Rain,30.1,16.5,No,None,None,-3.7
2024-10-27,Bengaluru,Clear,26.4,0.0,No,None,None,0.0
2024-10-27,Bhopal,Clear,31.5,0.0,No,None,None,0.0
2024-10-27,Chennai,Heavy Rain,32.2,71.8,No,None,None,-12.6
2024-10-27,Delhi,Cloudy,35.6,0.0,No,None,None,0.0
2024-10-27,Faridabad,Cloudy,32.5,0.0,No,None,None,0.0
2024-10-27,Ghaziabad,Haze,33.6,0.0,No,None,None,0.0
2024-10-27,Greater Noida,Cloudy,30.2,0.0,No,None,None,0.0
2024-10-27,Gurugram,Cloudy,25.8,0.0,No,None,None,0.0
2024-10-27,Howrah,Cloudy,26.4,0.0,No,None,None,0.0
2024-10-27,Hyderabad,Haze,29.6,0.0,No,None,Marathon,8.7
2024-10-27,Indore,Cloudy,26.7,0.0,No,None,None,0.0
2024-10-27,Jaipur,Clear,29.8,0.0,No,None,None,0.0
2024-10-27,Kanpur,Clear,31.5,0.0,No,None,None,0.0
2024-10-27,Kochi,Cloudy,27.4,0.0,No,None,None,0.0
2024-10-27,Kolkata,Cloudy,29.9,0.0,No,None,None,0.0
2024-10-27,Lucknow,Clear,33.8,0.0,No,None,None,0.0
2024-10-27,Mumbai,Cloudy,28.3,0.0,No,None,Tech Conference,8.7
2024-10-27,Nagpur,Cloudy,27.8,0.0,No,None,None,0.0
2024-10-27,Noida,Clear,31.4,0.0,No,None,None,0.0
2024-10-27,Pune,Clear,31.7,0.0,No,None,None,0.0
2024-10-28,Agra,Clear,31.9,0.0,No,None,None,0.0
2024-10-28,Ahmedabad,Cloudy,31.3,0.0,No,None,None,0.0
2024-10-28,Bahadurgarh,Clear,27.1,0.0,No,None,None,0.0
2024-10-28,Bengaluru,Rain,31.8,4.0,No,None,None,-3.2
2024-10-28,Bhopal,Clear,29.6,0.0,No,None,None,0.0
2024-10-28,Chennai,Clear,32.2,0.0,No,None,None,0.0
2024-10-28,Delhi,Cloudy,30.8,0.0,No,None,None,0.0
2024-10-28,Faridabad,Clear,27.9,0.0,No,None,None,0.0
2024-10-28,Ghaziabad,Clear,26.6,0.0,No,None,None,0.0
2024-10-28,Greater Noida,Clear,32.2,0.0,No,None,None,0.0
2024-10-28,Gurugram,Rain,30.5,21.5,No,None,None,-4.0
2024-10-28,Howrah,Clear,27.5,0.0,No,None,None,0.0
2024-10-28,Hyderabad,Clear,31.4,0.0,No,None,None,0.0
2024-10-28,Indore,Clear,28.1,0.0,No,None,None,0.0
2024-10-28,Jaipur,Rain,30.9,7.6,No,None,None,-3.5
2024-10-28,Kanpur,Cloudy,27.8,0.0,No,None,None,0.0
2024-10-28,Kochi,Cloudy,30.2,0.0,No,None,None,0.0
2024-10-28,Kolkata,Cloudy,31.3,0.0,No,None,None,0.0
2024-10-28,Lucknow,Clear,27.3,0.0,No,None,None,0.0
2024-10-28,Mumbai,Clear,31.8,0.0,No,None,None,0.0
2024-10-28,Nagpur,Haze,33.0,0.0,No,None,None,0.0
2024-10-28,Noida,Clear,28.8,0.0,No,None,None,0.0
2024-10-28,Pune,Cloudy,30.0,0.0,No,None,None,0.0
2024-10-29,Agra,Haze,23.1,0.0,No,Dhanteras,None,14.0
2024-10-29,Ahmedabad,Clear,28.2,0.0,No,Dhanteras,None,17.5
2024-10-29,Bahadurgarh,Clear,32.7,0.0,No,Dhanteras,None,17.3
2024-10-29,Bengaluru,Haze,28.6,0.0,No,Dhanteras,None,8.4
2024-10-29,Bhopal,Clear,24.2,0.0,No,Dhanteras,None,8.5
2024-10-29,Chennai,Cloudy,33.4,0.0,No,Dhanteras,None,13.9
2024-10-29,Delhi,Cloudy,28.1,0.0,No,Dhanteras,Trade Fair,23.1
2024-10-29,Faridabad,Clear,31.9,0.0,No,Dhanteras,None,16.0
2024-10-29,Ghaziabad,Cloudy,33.3,0.0,No,Dhanteras,None,12.2
2024-10-29,Greater Noida,Cloudy,32.5,0.0,No,Dhanteras,None,15.2
2024-10-29,Gurugram,Clear,32.7,0.0,No,Dhanteras,None,12.0
2024-10-29,Howrah,Heavy Rain,28.4,67.1,No,Dhanteras,None,-1.9
2024-10-29,Hyderabad,Clear,30.4,0.0,No,Dhanteras,None,8.4
2024-10-29,Indore,Cloudy,30.6,0.0,No,Dhanteras,None,10.0
2024-10-29,Jaipur,Cloudy,29.8,0.0,No,Dhanteras,None,13.1
2024-10-29,Kanpur,Cloudy,30.4,0.0,No,Dhanteras,None,19.0
2024-10-29,Kochi,Clear,36.2,0.0,No,Dhanteras,None,19.5
2024-10-29,Kolkata,Cloudy,33.4,0.0,No,Dhanteras,None,18.4
2024-10-29,Lucknow,Clear,31.3,0.0,No,Dhanteras,None,14.7
2024-10-29,Mumbai,Cloudy,32.8,0.0,No,Dhanteras,None,16.2
2024-10-29,Nagpur,Clear,27.9,0.0,No,Dhanteras,None,19.3
2024-10-29,Noida,Clear,31.6,0.0,No,Dhanteras,None,11.2
2024-10-29,Pune,Haze,29.3,0.0,No,Dhanteras,None,16.4
2024-10-30,Agra,Clear,32.2,0.0,No,None,Film Premiere,5.1
2024-10-30,Ahmedabad,Rain,27.3,23.3,No,None,None,-2.3
2024-10-30,Bahadurgarh,Clear,26.0,0.0,No,None,None,0.0
2024-10-30,Bengaluru,Clear,28.2,0.0,No,None,None,0.0
2024-10-30,Bhopal,Rain,29.4,3.6,No,None,None,-5.3
2024-10-30,Chennai,Clear,31.7,0.0,No,None,None,0.0
2024-10-30,Delhi,Clear,31.5,0.0,No,None,None,0.0
2024-10-30,Faridabad,Cloudy,30.2,0.0,No,None,None,0.0
2024-10-30,Ghaziabad,Haze,28.3,0.0,No,None,None,0.0
2024-10-30,Greater Noida,Cloudy,29.3,0.0,No,None,None,0.0
2024-10-30,Gurugram,Cloudy,30.0,0.0,No,None,None,0.0
2024-10-30,Howrah,Rain,30.9,4.3,No,None,None,-4.6
2024-10-30,Hyderabad,Rain,29.1,13.8,No,None,Marathon,1.1
2024-10-30,Indore,Rain,26.3,16.3,No,None,None,-5.1
2024-10-30,Jaipur,Rain,31.9,21.6,No,None,None,-5.4
2024-10-30,Kanpur,Clear,26.3,0.0,No,None,None,0.0
2024-10-30,Kochi,Clear,30.4,0.0,No,None,None,0.0
2024-10-30,Kolkata,Cloudy,31.6,0.0,No,None,None,0.0
2024-10-30,Lucknow,Clear,30.4,0.0,No,None,None,0.0
2024-10-30,Mumbai,Cloudy,32.3,0.0,No,None,None,0.0
2024-10-30,Nagpur,Clear,26.7,0.0,No,None,None,0.0
2024-10-30,Noida,Clear,30.2,0.0,No,None,None,0.0
2024-10-30,Pune,Clear,30.1,0.0,No,None,None,0.0
2024-10-31,Agra,Haze,32.1,0.0,Yes,Diwali,None,-2.9
2024-10-31,Ahmedabad,Clear,22.2,0.0,Yes,Diwali,None,-5.6
2024-10-31,Bahadurgarh,Clear,28.7,0.0,Yes,Diwali,None,-3.4
2024-10-31,Bengaluru,Clear,28.9,0.0,Yes,Diwali,None,-6.8
2024-10-31,Bhopal,Cloudy,26.7,0.0,Yes,Diwali,None,-0.0
2024-10-31,Chennai,Clear,31.1,0.0,Yes,Diwali,None,0.8
2024-10-31,Delhi,Clear,30.3,0.0,Yes,Diwali,None,2.6
2024-10-31,Faridabad,Clear,26.3,0.0,Yes,Diwali,None,-9.6
2024-10-31,Ghaziabad,Cloudy,28.5,0.0,Yes,Diwali,None,-4.5
2024-10-31,Greater Noida,Haze,27.6,0.0,Yes,Diwali,None,-12.8
2024-10-31,Gurugram,Cloudy,30.8,0.0,Yes,Diwali,None,1.0
2024-10-31,Howrah,Clear,30.8,0.0,Yes,Diwali,None,2.1
2024-10-31,Hyderabad,Clear,27.7,0.0,Yes,Diwali,None,-6.6
2024-10-31,Indore,Clear,26.3,0.0,Yes,Diwali,None,-8.4
2024-10-31,Jaipur,Clear,27.4,0.0,Yes,Diwali,None,-4.6
2024-10-31,Kanpur,Clear,27.7,0.0,Yes,Diwali,Concert,16.1
2024-10-31,Kochi,Heavy Rain,32.0,61.7,Yes,Diwali,None,-14.7
2024-10-31,Kolkata,Rain,27.9,18.1,Yes,Diwali,None,-8.4
2024-10-31,Lucknow,Haze,31.2,0.0,Yes,Diwali,None,-1.9
2024-10-31,Mumbai,Rain,30.9,21.7,Yes,Diwali,Tech Conference,-5.3
2024-10-31,Nagpur,Clear,29.2,0.0,Yes,Diwali,None,2.3
2024-10-31,Noida,Cloudy,30.3,0.0,Yes,Diwali,None,-9.7
2024-10-31,Pune,Clear,28.7,0.0,Yes,Diwali,None,-4.4
2024-11-01,Agra,Clear,31.0,0.0,Yes,Govardhan Puja,None,-3.9
2024-11-01,Ahmedabad,Clear,27.3,0.0,Yes,Govardhan Puja,None,-5.1
2024-11-01,Bahadurgarh,Clear,20.0,0.0,Yes,Govardhan Puja,None,-2.7
2024-11-01,Bengaluru,Clear,26.3,0.0,Yes,Govardhan Puja,None,-8.0
2024-11-01,Bhopal,Cloudy,24.4,0.0,Yes,Govardhan Puja,None,-5.4
2024-11-01,Chennai,Haze,34.8,0.0,Yes,Govardhan Puja,Concert,12.0
2024-11-01,Delhi,Haze,23.1,0.0,Yes,Govardhan Puja,None,-3.2
2024-11-01,Faridabad,Haze,22.9,0.0,Yes,Govardhan Puja,None,-8.3
2024-11-01,Ghaziabad,Clear,23.9,0.0,Yes,Govardhan Puja,None,-6.8
2024-11-01,Greater Noida,Clear,28.9,0.0,Yes,Govardhan Puja,None,-9.2
2024-11-01,Gurugram,Clear,21.9,0.0,Yes,Govardhan Puja,None,-1.9
2024-11-01,Howrah,Cloudy,29.4,0.0,Yes,Govardhan Puja,None,1.2
2024-11-01,Hyderabad,Haze,22.5,0.0,Yes,Govardhan Puja,Cricket Match,12.8
2024-11-01,Indore,Clear,31.2,0.0,Yes,Govardhan Puja,None,5.1
2024-11-01,Jaipur,Haze,27.6,0.0,Yes,Govardhan Puja,Cricket Match,9.2
2024-11-01,Kanpur,Haze,26.7,0.0,Yes,Govardhan Puja,None,-6.0
2024-11-01,Kochi,Haze,31.5,0.0,Yes,Govardhan Puja,None,-4.1
2024-11-01,Kolkata,Clear,32.8,0.0,Yes,Govardhan Puja,None,1.8
2024-11-01,Lucknow,Fog,26.2,0.0,Yes,Govardhan Puja,None,-11.3
2024-11-01,Mumbai,Haze,32.7,0.0,Yes,Govardhan Puja,None,-8.7
2024-11-01,Nagpur,Haze,26.2,0.0,Yes,Govardhan Puja,None,-1.7
2024-11-01,Noida,Haze,21.6,0.0,Yes,Govardhan Puja,None,-2.6
2024-11-01,Pune,Rain,29.6,7.9,Yes,Govardhan Puja,None,-15.6
2024-11-02,Agra,Clear,25.5,0.0,No,None,None,0.0
2024-11-02,Ahmedabad,Cloudy,25.4,0.0,No,None,None,0.0
2024-11-02,Bahadurgarh,Cloudy,27.3,0.0,No,None,Marathon,8.6
2024-11-02,Bengaluru,Cloudy,23.0,0.0,No,None,None,0.0
2024-11-02,Bhopal,Cloudy,26.4,0.0,No,None,None,0.0
2024-11-02,Chennai,Clear,34.1,0.0,No,None,None,0.0
2024-11-02,Delhi,Clear,23.5,0.0,No,None,None,0.0
2024-11-02,Faridabad,Clear,25.1,0.0,No,None,None,0.0
