schedule_id,metro_name,line_name,time_slot,current_frequency,recommended_frequency,passenger_demand,delay_probability,optimization_score
SCH00278,Hyderabad Metro,Red Line,Weekend 16:00-18:00,6,6,29.0,0.192,93.5
SCH00279,Hyderabad Metro,Red Line,Weekend 18:00-21:00,3,4,36.8,0.301,66.6
SCH00280,Hyderabad Metro,Red Line,Weekend 21:00-23:00,6,9,8.3,0.095,63.1
SCH00281,Hyderabad Metro,Blue Line,Weekday 05:00-07:00,6,7,10.7,0.123,82.8
SCH00282,Hyderabad Metro,Blue Line,Weekday 07:00-10:00,4,3,47.3,0.405,73.7
SCH00283,Hyderabad Metro,Blue Line,Weekday 10:00-13:00,6,7,26.1,0.208,85.9
SCH00284,Hyderabad Metro,Blue Line,Weekday 13:00-16:00,6,8,22.2,0.137,76.0
SCH00285,Hyderabad Metro,Blue Line,Weekday 16:00-18:00,6,5,35.8,0.258,77.4
SCH00286,Hyderabad Metro,Blue Line,Weekday 18:00-21:00,3,3,51.7,0.373,82.5
SCH00287,Hyderabad Metro,Blue Line,Weekday 21:00-23:00,8,9,13.6,0.092,84.5
SCH00288,Hyderabad Metro,Blue Line,Weekend 05:00-07:00,8,11,9.3,0.073,70.4
SCH00289,Hyderabad Metro,Blue Line,Weekend 07:00-10:00,3,3,36.0,0.307,88.7
SCH00290,Hyderabad Metro,Blue Line,Weekend 10:00-13:00,8,9,20.0,0.179,80.9
SCH00291,Hyderabad Metro,Blue Line,Weekend 13:00-16:00,6,8,13.8,0.106,76.8
SCH00292,Hyderabad Metro,Blue Line,Weekend 16:00-18:00,6,5,26.4,0.177,85.5
SCH00293,Hyderabad Metro,Blue Line,Weekend 18:00-21:00,3,2,33.1,0.288,71.6
SCH00294,Hyderabad Metro,Blue Line,Weekend 21:00-23:00,8,11,11.0,0.137,76.8
SCH00295,Hyderabad Metro,Green Line,Weekday 05:00-07:00,6,8,6.3,0.117,78.4
SCH00296,Hyderabad Metro,Green Line,Weekday 07:00-10:00,3,5,13.1,0.23,53.6
SCH00297,Hyderabad Metro,Green Line,Weekday 10:00-13:00,6,8,8.2,0.118,75.0
SCH00298,Hyderabad Metro,Green Line,Weekday 13:00-16:00,6,7,4.1,0.115,87.9
SCH00299,Hyderabad Metro,Green Line,Weekday 16:00-18:00,6,7,12.2,0.133,86.6
SCH00300,Hyderabad Metro,Green Line,Weekday 18:00-21:00,4,6,19.1,0.231,56.5
SCH00301,Hyderabad Metro,Green Line,Weekday 21:00-23:00,6,9,4.3,0.058,66.3
SCH00302,Hyderabad Metro,Green Line,Weekend 05:00-07:00,8,11,3.1,0.105,76.3
SCH00303,Hyderabad Metro,Green Line,Weekend 07:00-10:00,4,5,9.9,0.182,79.0
SCH00304,Hyderabad Metro,Green Line,Weekend 10:00-13:00,6,7,4.7,0.098,83.2
SCH00305,Hyderabad Metro,Green Line,Weekend 13:00-16:00,8,9,7.1,0.129,90.4
SCH00306,Hyderabad Metro,Green Line,Weekend 16:00-18:00,6,8,9.0,0.068,73.4
SCH00307,Hyderabad Metro,Green Line,Weekend 18:00-21:00,4,6,14.2,0.173,61.3
SCH00308,Hyderabad Metro,Green Line,Weekend 21:00-23:00,8,11,3,0.081,78.8
SCH00309,Chennai Metro,Blue Line,Weekday 05:00-07:00,8,10,13.4,0.16,81.9
SCH00310,Chennai Metro,Blue Line,Weekday 07:00-10:00,3,2,38.2,0.293,71.3
SCH00311,Chennai Metro,Blue Line,Weekday 10:00-13:00,8,9,20.7,0.151,89.4
SCH00312,Chennai Metro,Blue Line,Weekday 13:00-16:00,8,11,14.1,0.094,78.2
SCH00313,Chennai Metro,Blue Line,Weekday 16:00-18:00,6,6,33.4,0.23,88.4
SCH00314,Chennai Metro,Blue Line,Weekday 18:00-21:00,3,4,37.1,0.319,70.9
SCH00315,Chennai Metro,Blue Line,Weekday 21:00-23:00,8,10,14.3,0.126,84.7
SCH00316,Chennai Metro,Blue Line,Weekend 05:00-07:00,8,10,10.2,0.127,75.2
SCH00317,Chennai Metro,Blue Line,Weekend 07:00-10:00,4,4,28.8,0.264,92.0
SCH00318,Chennai Metro,Blue Line,Weekend 10:00-13:00,8,10,9.5,0.09,85.5
SCH00319,Chennai Metro,Blue Line,Weekend 13:00-16:00,6,9,11.0,0.093,62.7
SCH00320,Chennai Metro,Blue Line,Weekend 16:00-18:00,8,11,18.4,0.134,68.9
SCH00321,Chennai Metro,Blue Line,Weekend 18:00-21:00,3,3,28.9,0.26,93.6
SCH00322,Chennai Metro,Blue Line,Weekend 21:00-23:00,8,9,6.3,0.063,94.8
SCH00323,Chennai Metro,Green Line,Weekday 05:00-07:00,6,9,4.6,0.12,68.8
SCH00324,Chennai Metro,Green Line,Weekday 07:00-10:00,3,3,27.7,0.308,84.7
SCH00325,Chennai Metro,Green Line,Weekday 10:00-13:00,8,10,13.2,0.115,78.0
SCH00326,Chennai Metro,Green Line,Weekday 13:00-16:00,6,8,6.5,0.07,80.2
SCH00327,Chennai Metro,Green Line,Weekday 16:00-18:00,6,9,19.0,0.166,66.0
SCH00328,Chennai Metro,Green Line,Weekday 18:00-21:00,3,3,29.8,0.323,86.9
SCH00329,Chennai Metro,Green Line,Weekday 21:00-23:00,6,7,12.3,0.094,82.1
SCH00330,Chennai Metro,Green Line,Weekend 05:00-07:00,8,9,3.1,0.077,85.6
SCH00331,Chennai Metro,Green Line,Weekend 07:00-10:00,3,5,18.7,0.195,54.0
SCH00332,Chennai Metro,Green Line,Weekend 10:00-13:00,8,10,4.9,0.059,80.2
SCH00333,Chennai Metro,Green Line,Weekend 13:00-16:00,8,11,7.8,0.077,69.7
SCH00334,Chennai Metro,Green Line,Weekend 16:00-18:00,8,11,14.1,0.157,67.0
SCH00335,Chennai Metro,Green Line,Weekend 18:00-21:00,3,4,18.9,0.244,68.5
SCH00336,Chennai Metro,Green Line,Weekend 21:00-23:00,6,7,3.1,0.086,89.8
SCH00337,Kolkata Metro,Blue Line,Weekday 05:00-07:00,6,8,12.2,0.132,76.0
SCH00338,Kolkata Metro,Blue Line,Weekday 07:00-10:00,3,3,49.9,0.425,78.7
SCH00339,Kolkata Metro,Blue Line,Weekday 10:00-13:00,6,8,20.2,0.138,78.1
SCH00340,Kolkata Metro,Blue Line,Weekday 13:00-16:00,6,9,16.8,0.173,64.2
SCH00341,Kolkata Metro,Blue Line,Weekday 16:00-18:00,6,7,33.1,0.265,81.4
SCH00342,Kolkata Metro,Blue Line,Weekday 18:00-21:00,3,3,49.1,0.371,81.4
SCH00343,Kolkata Metro,Blue Line,Weekday 21:00-23:00,8,9,13.9,0.104,88.3
SCH00344,Kolkata Metro,Blue Line,Weekend 05:00-07:00,8,11,8.9,0.117,74.6
SCH00345,Kolkata Metro,Blue Line,Weekend 07:00-10:00,3,2,32.3,0.293,71.9
SCH00346,Kolkata Metro,Blue Line,Weekend 10:00-13:00,6,7,15.4,0.16,82.0
SCH00347,Kolkata Metro,Blue Line,Weekend 13:00-16:00,8,9,10.8,0.125,90.8
SCH00348,Kolkata Metro,Blue Line,Weekend 16:00-18:00,8,9,26.5,0.162,83.3
SCH00349,Kolkata Metro,Blue Line,Weekend 18:00-21:00,3,2,35.0,0.298,72.6
SCH00350,Kolkata Metro,Blue Line,Weekend 21:00-23:00,8,9,14.2,0.1,88.6
SCH00351,Kolkata Metro,Green Line,Weekday 05:00-07:00,6,8,7.6,0.067,78.3
SCH00352,Kolkata Metro,Green Line,Weekday 07:00-10:00,4,6,18.9,0.257,58.9
SCH00353,Kolkata Metro,Green Line,Weekday 10:00-13:00,6,9,12.4,0.155,63.8
SCH00354,Kolkata Metro,Green Line,Weekday 13:00-16:00,6,7,8.7,0.103,83.8
SCH00355,Kolkata Metro,Green Line,Weekday 16:00-18:00,8,9,11.2,0.08,85.8
SCH00356,Kolkata Metro,Green Line,Weekday 18:00-21:00,3,6,17.2,0.265,26.5
SCH00357,Kolkata Metro,Green Line,Weekday 21:00-23:00,6,8,9.3,0.093,73.6
SCH00358,Kolkata Metro,Green Line,Weekend 05:00-07:00,6,8,5.8,0.086,72.8
SCH00359,Kolkata Metro,Green Line,Weekend 07:00-10:00,4,6,16.3,0.194,60.8
SCH00360,Kolkata Metro,Green Line,Weekend 10:00-13:00,8,9,7.6,0.128,92.0
SCH00361,Kolkata Metro,Green Line,Weekend 13:00-16:00,8,10,3,0.055,84.0
SCH00362,Kolkata Metro,Green Line,Weekend 16:00-18:00,8,11,9.8,0.127,67.9
SCH00363,Kolkata Metro,Green Line,Weekend 18:00-21:00,4,5,12.0,0.197,79.5
SCH00364,Kolkata Metro,Green Line,Weekend 21:00-23:00,8,9,5.1,0.081,92.5
SCH00365,Ahmedabad Metro,Blue Line,Weekday 05:00-07:00,15,16,3,0.065,96.8
SCH00366,Ahmedabad Metro,Blue Line,Weekday 07:00-10:00,7,10,12.7,0.243,63.1
SCH00367,Ahmedabad Metro,Blue Line,Weekday 10:00-13:00,12,13,3.0,0.077,93.9
SCH00368,Ahmedabad Metro,Blue Line,Weekday 13:00-16:00,10,12,3,0.039,90.9
SCH00369,Ahmedabad Metro,Blue Line,Weekday 16:00-18:00,15,18,5.9,0.106,80.8
SCH00370,Ahmedabad Metro,Blue Line,Weekday 18:00-21:00,5,6,15.1,0.217,83.6
SCH00371,Ahmedabad Metro,Blue Line,Weekday 21:00-23:00,12,13,3,0.1,94.2
SCH00372,Ahmedabad Metro,Blue Line,Weekend 05:00-07:00,15,16,3,0.056,89.3
SCH00373,Ahmedabad Metro,Blue Line,Weekend 07:00-10:00,7,8,8.6,0.16,85.2
SCH00374,Ahmedabad Metro,Blue Line,Weekend 10:00-13:00,10,13,3,0.056,84.6
SCH00375,Ahmedabad Metro,Blue Line,Weekend 13:00-16:00,15,18,3,0.038,88.5
SCH00376,Ahmedabad Metro,Blue Line,Weekend 16:00-18:00,15,18,3.9,0.116,79.9
SCH00377,Ahmedabad Metro,Blue Line,Weekend 18:00-21:00,5,7,6.8,0.181,66.3
SCH00378,Ahmedabad Metro,Blue Line,Weekend 21:00-23:00,12,15,5.9,0.095,84.6
SCH00379,Ahmedabad Metro,Red Line,Weekday 05:00-07:00,12,14,5.0,0.093,89.6
SCH00380,Ahmedabad Metro,Red Line,Weekday 07:00-10:00,5,7,15.2,0.186,64.1
SCH00381,Ahmedabad Metro,Red Line,Weekday 10:00-13:00,12,14,7.2,0.071,83.6
SCH00382,Ahmedabad Metro,Red Line,Weekday 13:00-16:00,10,13,8.9,0.08,76.0
SCH00383,Ahmedabad Metro,Red Line,Weekday 16:00-18:00,15,17,13.1,0.12,83.5
SCH00384,Ahmedabad Metro,Red Line,Weekday 18:00-21:00,5,8,12.8,0.198,56.6
SCH00385,Ahmedabad Metro,Red Line,Weekday 21:00-23:00,12,14,3,0.05,83.8
SCH00386,Ahmedabad Metro,Red Line,Weekend 05:00-07:00,10,13,3,0.048,81.0
SCH00387,Ahmedabad Metro,Red Line,Weekend 07:00-10:00,7,8,12.6,0.222,83.5
SCH00388,Ahmedabad Metro,Red Line,Weekend 10:00-13:00,12,14,3,0.072,82.9
SCH00389,Ahmedabad Metro,Red Line,Weekend 13:00-16:00,10,12,3,0.054,82.4
SCH00390,Ahmedabad Metro,Red Line,Weekend 16:00-18:00,15,18,3.4,0.063,81.6
SCH00391,Ahmedabad Metro,Red Line,Weekend 18:00-21:00,7,9,10.2,0.178,74.7
SCH00392,Ahmedabad Metro,Red Line,Weekend 21:00-23:00,15,17,6.4,0.066,85.9
SCH00393,Kochi Metro,Line 1 (Blue),Weekday 05:00-07:00,12,14,6.5,0.056,83.7
SCH00394,Kochi Metro,Line 1 (Blue),Weekday 07:00-10:00,7,9,11.7,0.181,79.9
SCH00395,Kochi Metro,Line 1 (Blue),Weekday 10:00-13:00,15,16,9.7,0.076,97.7
SCH00396,Kochi Metro,Line 1 (Blue),Weekday 13:00-16:00,10,12,3.1,0.056,85.3
SCH00397,Kochi Metro,Line 1 (Blue),Weekday 16:00-18:00,15,17,12.8,0.132,87.1
SCH00398,Kochi Metro,Line 1 (Blue),Weekday 18:00-21:00,5,7,11.8,0.237,68.9
SCH00399,Kochi Metro,Line 1 (Blue),Weekday 21:00-23:00,12,15,5.3,0.047,84.9
SCH00400,Kochi Metro,Line 1 (Blue),Weekend 05:00-07:00,15,17,5.3,0.092,86.7
SCH00401,Kochi Metro,Line 1 (Blue),Weekend 07:00-10:00,5,6,8.2,0.161,80.3
SCH00402,Kochi Metro,Line 1 (Blue),Weekend 10:00-13:00,12,14,5.0,0.093,83.5
SCH00403,Kochi Metro,Line 1 (Blue),Weekend 13:00-16:00,15,16,4.8,0.103,94.2
SCH00404,Kochi Metro,Line 1 (Blue),Weekend 16:00-18:00,12,14,10.2,0.118,85.7
SCH00405,Kochi Metro,Line 1 (Blue),Weekend 18:00-21:00,7,9,7.5,0.205,74.2
SCH00406,Kochi Metro,Line 1 (Blue),Weekend 21:00-23:00,12,13,3,0.087,91.0
SCH00407,Lucknow Metro,Red Line,Weekday 05:00-07:00,12,13,3,0.088,88.9
SCH00408,Lucknow Metro,Red Line,Weekday 07:00-10:00,5,7,8.1,0.164,65.0
SCH00409,Lucknow Metro,Red Line,Weekday 10:00-13:00,12,15,7.7,0.127,75.7
SCH00410,Lucknow Metro,Red Line,Weekday 13:00-16:00,15,18,3.7,0.092,86.0
SCH00411,Lucknow Metro,Red Line,Weekday 16:00-18:00,15,18,7.3,0.059,82.7
SCH00412,Lucknow Metro,Red Line,Weekday 18:00-21:00,7,8,12.0,0.196,79.9
SCH00413,Lucknow Metro,Red Line,Weekday 21:00-23:00,15,18,3.9,0.102,85.0
SCH00414,Lucknow Metro,Red Line,Weekend 05:00-07:00,10,11,3,0.061,86.9
SCH00415,Lucknow Metro,Red Line,Weekend 07:00-10:00,7,8,7.2,0.191,83.2
SCH00416,Lucknow Metro,Red Line,Weekend 10:00-13:00,10,13,3,0.081,81.2
SCH00417,Lucknow Metro,Red Line,Weekend 13:00-16:00,15,18,4.9,0.047,89.2
SCH00418,Lucknow Metro,Red Line,Weekend 16:00-18:00,10,12,3,0.048,88.4
SCH00419,Lucknow Metro,Red Line,Weekend 18:00-21:00,5,8,3.8,0.182,52.3
SCH00420,Lucknow Metro,Red Line,Weekend 21:00-23:00,15,17,3,0.089,89.8
SCH00421,Jaipur Metro,Pink Line,Weekday 05:00-07:00,10,12,3,0.11,86.0
SCH00422,Jaipur Metro,Pink Line,Weekday 07:00-10:00,5,8,6.5,0.172,53.1
SCH00423,Jaipur Metro,Pink Line,Weekday 10:00-13:00,15,16,8.0,0.068,89.8
SCH00424,Jaipur Metro,Pink Line,Weekday 13:00-16:00,10,13,7.4,0.124,80.8
SCH00425,Jaipur Metro,Pink Line,Weekday 16:00-18:00,12,15,4.8,0.056,82.6
SCH00426,Jaipur Metro,Pink Line,Weekday 18:00-21:00,5,6,6.1,0.135,79.4
SCH00427,Jaipur Metro,Pink Line,Weekday 21:00-23:00,12,15,3.4,0.055,80.5
SCH00428,Jaipur Metro,Pink Line,Weekend 05:00-07:00,12,15,5.3,0.052,85.3
SCH00429,Jaipur Metro,Pink Line,Weekend 07:00-10:00,7,9,7.1,0.149,73.2
SCH00430,Jaipur Metro,Pink Line,Weekend 10:00-13:00,15,17,3,0.081,89.2
SCH00431,Jaipur Metro,Pink Line,Weekend 13:00-16:00,15,16,5.4,0.058,96.2
SCH00432,Jaipur Metro,Pink Line,Weekend 16:00-18:00,12,13,6.7,0.091,89.8
SCH00433,Jaipur Metro,Pink Line,Weekend 18:00-21:00,7,9,4.9,0.203,74.7
SCH00434,Jaipur Metro,Pink Line,Weekend 21:00-23:00,12,14,3,0.071,83.5
SCH00435,Kanpur Metro,Orange Line,Weekday 05:00-07:00,12,13,3,0.081,93.1
SCH00436,Kanpur Metro,Orange Line,Weekday 07:00-10:00,7,10,8.1,0.192,67.7
SCH00437,Kanpur Metro,Orange Line,Weekday 10:00-13:00,10,11,6.1,0.059,91.3
SCH00438,Kanpur Metro,Orange Line,Weekday 13:00-16:00,12,13,3.4,0.075,92.5
SCH00439,Kanpur Metro,Orange Line,Weekday 16:00-18:00,15,18,7.6,0.111,79.7
SCH00440,Kanpur Metro,Orange Line,Weekday 18:00-21:00,7,9,3,0.178,73.1
SCH00441,Kanpur Metro,Orange Line,Weekday 21:00-23:00,10,12,3,0.063,86.3
SCH00442,Kanpur Metro,Orange Line,Weekend 05:00-07:00,10,12,5.1,0.119,82.9
SCH00443,Kanpur Metro,Orange Line,Weekend 07:00-10:00,7,9,3.9,0.121,75.3
SCH00444,Kanpur Metro,Orange Line,Weekend 10:00-13:00,10,12,5.2,0.069,88.6
SCH00445,Kanpur Metro,Orange Line,Weekend 13:00-16:00,12,15,3,0.112,79.0
SCH00446,Kanpur Metro,Orange Line,Weekend 16:00-18:00,10,12,3,0.085,86.4
SCH00447,Kanpur Metro,Orange Line,Weekend 18:00-21:00,7,8,3.2,0.13,90.5
SCH00448,Kanpur Metro,Orange Line,Weekend 21:00-23:00,15,16,3,0.109,91.1
SCH00449,Agra Metro,Yellow Line,Weekday 05:00-07:00,15,18,3,0.092,84.7
SCH00450,Agra Metro,Yellow Line,Weekday 07:00-10:00,5,7,3,0.186,65.0
SCH00451,Agra Metro,Yellow Line,Weekday 10:00-13:00,12,13,3,0.1,88.6
SCH00452,Agra Metro,Yellow Line,Weekday 13:00-16:00,15,18,3.9,0.09,88.7
SCH00453,Agra Metro,Yellow Line,Weekday 16:00-18:00,15,17,4.9,0.049,86.3
SCH00454,Agra Metro,Yellow Line,Weekday 18:00-21:00,7,8,4.1,0.127,85.4
SCH00455,Agra Metro,Yellow Line,Weekday 21:00-23:00,10,11,3.3,0.098,94.7
SCH00456,Agra Metro,Yellow Line,Weekend 05:00-07:00,12,14,3,0.05,83.5
SCH00457,Agra Metro,Yellow Line,Weekend 07:00-10:00,5,8,3,0.174,52.4
SCH00458,Agra Metro,Yellow Line,Weekend 10:00-13:00,15,17,3,0.037,86.8
SCH00459,Agra Metro,Yellow Line,Weekend 13:00-16:00,10,12,3,0.104,81.5
SCH00460,Agra Metro,Yellow Line,Weekend 16:00-18:00,10,11,3,0.083,92.0
SCH00461,Agra Metro,Yellow Line,Weekend 18:00-21:00,5,8,3,0.123,54.5
SCH00462,Agra Metro,Yellow Line,Weekend 21:00-23:00,12,14,3,0.078,87.1
SCH00463,Bhopal Metro,Orange Line,Weekday 05:00-07:00,10,12,3.5,0.087,89.3
SCH00464,Bhopal Metro,Orange Line,Weekday 07:00-10:00,5,7,5.5,0.137,73.3
SCH00465,Bhopal Metro,Orange Line,Weekday 10:00-13:00,15,16,3,0.098,95.0
SCH00466,Bhopal Metro,Orange Line,Weekday 13:00-16:00,12,15,3,0.08,79.7
SCH00467,Bhopal Metro,Orange Line,Weekday 16:00-18:00,12,13,3,0.108,88.8
SCH00468,Bhopal Metro,Orange Line,Weekday 18:00-21:00,5,7,3,0.179,65.5
SCH00469,Bhopal Metro,Orange Line,Weekday 21:00-23:00,15,17,3,0.058,93.4
SCH00470,Bhopal Metro,Orange Line,Weekend 05:00-07:00,10,13,3,0.042,83.5
SCH00471,Bhopal Metro,Orange Line,Weekend 07:00-10:00,5,6,3,0.155,85.2
SCH00472,Bhopal Metro,Orange Line,Weekend 10:00-13:00,10,11,4.6,0.111,86.1
SCH00473,Bhopal Metro,Orange Line,Weekend 13:00-16:00,10,12,3,0.061,85.5
SCH00474,Bhopal Metro,Orange Line,Weekend 16:00-18:00,12,15,3,0.083,78.2
SCH00475,Bhopal Metro,Orange Line,Weekend 18:00-21:00,7,9,3,0.145,73.3
SCH00476,Bhopal Metro,Orange Line,Weekend 21:00-23:00,12,13,3,0.093,89.5
SCH00477,Indore Metro,Yellow Line,Weekday 05:00-07:00,10,12,4.7,0.119,83.0
SCH00478,Indore Metro,Yellow Line,Weekday 07:00-10:00,7,10,5.4,0.178,70.3
SCH00479,Indore Metro,Yellow Line,Weekday 10:00-13:00,12,14,3.2,0.043,89.5
SCH00480,Indore Metro,Yellow Line,Weekday 13:00-16:00,12,15,3,0.075,83.9
SCH00481,Indore Metro,Yellow Line,Weekday 16:00-18:00,15,17,3,0.113,91.2
SCH00482,Indore Metro,Yellow Line,Weekday 18:00-21:00,7,8,6.7,0.207,88.1
SCH00483,Indore Metro,Yellow Line,Weekday 21:00-23:00,12,13,3,0.106,92.5
SCH00484,Indore Metro,Yellow Line,Weekend 05:00-07:00,15,18,3.4,0.088,86.1
SCH00485,Indore Metro,Yellow Line,Weekend 07:00-10:00,5,8,3,0.149,56.9
SCH00486,Indore Metro,Yellow Line,Weekend 10:00-13:00,10,12,3,0.098,87.5
SCH00487,Indore Metro,Yellow Line,Weekend 13:00-16:00,12,13,3,0.103,94.0
SCH00488,Indore Metro,Yellow Line,Weekend 16:00-18:00,10,13,3.9,0.087,81.3
SCH00489,Indore Metro,Yellow Line,Weekend 18:00-21:00,7,8,4.2,0.177,87.0
SCH00490,Indore Metro,Yellow Line,Weekend 21:00-23:00,10,12,3,0.113,84.9
